Id,House name,House place,House price,House introduction
1545,融创金成江南府,余杭,44852,3室/4室/建筑面积：89-146㎡
1546,世茂东壹号,上城,48758,3室/4室/建筑面积：88-138㎡
1547,瑞金华丽嘉苑,临平,25050,1室/2室/3室/4室/建筑面积：45-240㎡
1548,金鼎华庭,余杭,28881,2室/3室/4室/5室/建筑面积：82-197㎡
1549,荣安翡翠半岛,临平,18000,3室/4室/建筑面积：89-137㎡
1550,元成时代中心,钱塘,25575,商业/建筑面积：38-49㎡
1551,富越香郡,拱墅,52521,商业/建筑面积：38-88㎡
1552,都会艺境,萧山,25000,商业/建筑面积：39-41㎡
1553,龙悦湾金石院子,临平,25961,别墅/建筑面积：192-250㎡
1554,保利霞飞郡,萧山,42667,3室/4室/商业/别墅/建筑面积：51-353㎡
1555,东南钱江蓝湾,萧山,26000,3室/4室/建筑面积：86-127.7㎡
1556,悦青蓝锦轩,余杭,20100,2室/3室/建筑面积：87-135㎡
1557,云山九里,桐庐县,16834,别墅/建筑面积：91-353㎡
1558,景瑞西湖阳明谷,西湖,36802,别墅/建筑面积：280-320㎡
1559,桃李春风如山,临安,27000,2室/3室/4室/别墅/建筑面积：68-243㎡
1560,北大资源海港城,余杭,49816,商业/建筑面积：37-63㎡
1561,湘溪蘭园,杭州周边,14583,3室/4室/建筑面积：79-115㎡
1562,景瑞阳光城法兰公园,临平,22600,3室/建筑面积：87-107㎡
1563,九龙仓璞俪洋房,拱墅,51599,4室/建筑面积：210-270㎡
1564,复泰雅宸华庭,余杭,13811,4室/别墅/建筑面积：145-400㎡
1565,玖玖国际财富中心,临平,24142,商业/建筑面积：30-55㎡
1566,大江东宝龙广场,钱塘,12000,3室/4室/建筑面积：98-139㎡
1567,大家绿城金麟府,拱墅,NaN,3室/4室/建筑面积：115-142㎡
1568,万科新都会1958,拱墅,54084,3室/4室/建筑面积：125-166㎡
1569,萧山宝龙城市广场,萧山,49867,商业/建筑面积：40-118㎡
1570,招商九龙仓学院北麓,拱墅,49727,3室/4室/建筑面积：89-139㎡
1571,新城红郡,上城,30900,2室/3室/别墅/建筑面积：76-197.7㎡
1572,得力名望府,萧山,34075,2室/3室/4室/建筑面积：60-90㎡
1573,融创金成西溪海,余杭,44394,4室/别墅/建筑面积：138-376㎡
1574,溪上玫瑰园,余杭,50380,别墅/建筑面积：384-675㎡
1575,中兴御田清庭,拱墅,31115,2室/3室/建筑面积：87-138㎡
1576,瑞立东方花城,滨江,52155,2室/4室/建筑面积：88-135㎡
1577,嘉里云荷廷,西湖,29775,3室/4室/5室/建筑面积：89-227㎡
1578,绿野和山墅,余杭,38069,别墅/建筑面积：395-512㎡
1579,越秀星汇城二期后湾组团,临安,21815,3室/建筑面积：89-89㎡
1580,绿野春天叠翠谷,余杭,39030,别墅/建筑面积：208-283㎡
1581,西溪玫瑰,余杭,56971,别墅/建筑面积：232-340㎡
1582,融创瑷骊山,西湖,29775,4室/5室/建筑面积：185.5-335㎡
1583,龙湖旭辉春江悦茗,萧山,33899,3室/4室/建筑面积：81-119㎡
1584,滨江锦绣之城,拱墅,53466,建筑面积：160587㎡
1585,春风江南府,临平,21112,3室/4室/建筑面积：86.15-132.03㎡
1586,金成江南春城竹海水韵,余杭,42969,2室/3室/建筑面积：77-130㎡
1587,龙湖名景台,上城,30900,3室/4室/建筑面积：90-138㎡
1588,广宇东承府,上城,30900,1室/2室/3室/商业/建筑面积：49.34-125㎡
1589,龙元东新府,拱墅,48227,2室/3室/4室/建筑面积：77.3-130㎡
1590,中国铁建保利像素,钱塘,25770,3室/建筑面积：82-89㎡
1591,临平新时代,临平,24241,商业/建筑面积：49-97㎡
1592,中国铁建国际城,拱墅,49817,3室/商业/建筑面积：48-137㎡
1593,南北盛德国际,余杭,45925,商业/建筑面积：30-49㎡
1594,保亿风景晨园,临平,25714,商业/建筑面积：36.3-86㎡
1595,中国铁建万科江湾城,萧山,15000,3室/建筑面积：85-105㎡
1596,公元沐桥,西湖,29775,3室/5室/建筑面积：193-355㎡
1597,万科智谷,拱墅,44000,建筑面积：35-46㎡
1598,金沙国际,钱塘,28829,商业/建筑面积：48-60㎡
1599,微博公馆,余杭,38199,1室/建筑面积：38-81㎡
1600,远洋招商上塘宸章,拱墅,35000,3室/4室/建筑面积：98-132㎡
1601,保亿围庐,余杭,44019,别墅/建筑面积：210-260㎡
1602,融创东麟府,萧山,18000,别墅/建筑面积：160-190㎡
1603,九龙仓珑玺,拱墅,53135,4室/建筑面积：124-127㎡
1604,昆仑华府,余杭,25713,2室/3室/4室/建筑面积：89-118㎡
1605,首开国风美域,西湖,49160,3室/4室/建筑面积：88-132㎡
1606,万科郡西澜山,余杭,25713,2室/3室/4室/建筑面积：90-170㎡
1607,凯德湖墅,拱墅,53978,2室/3室/4室/5室/建筑面积：72-200㎡
1608,万科杭宸,余杭,42222,3室/4室/建筑面积：83-139㎡
1609,众安嘉润公馆,萧山,42667,商业/建筑面积：56-74㎡
1610,世包国际中心,上城,81070,商业/建筑面积：64.5-218.4㎡
1611,中国铁建江南国际城,萧山,51068,3室/4室/建筑面积：88-118㎡
1612,闲湖城,余杭,44139,2室/3室/4室/别墅/建筑面积：89-400㎡
1613,越秀星汇城一期,临安,21815,2室/3室/4室/建筑面积：77-228㎡
1614,滨江西溪明珠,余杭,56104,别墅/建筑面积：272-318㎡
1615,中旅城仕公馆,上城,30900,2室/3室/建筑面积：81-90㎡
1616,招商远洋春秋华庭,拱墅,44488,3室/4室/建筑面积：89-139㎡
1617,中国铁建青秀城,萧山,51245,3室/4室/建筑面积：86-128㎡
1618,天阳文晖,上城,54464,2室/3室/4室/建筑面积：75-127㎡
1619,阳光城翡丽湾,上城,30900,3室/4室/建筑面积：89-125㎡
1620,恒厚阳光城,余杭,38522,2室/3室/4室/建筑面积：80-139㎡
1621,金都夏宫,临平,21400,2室/3室/4室/别墅/建筑面积：80-289㎡
1622,景瑞原墅,余杭,45149,别墅/建筑面积：443-452㎡
1623,赞成乐山红叶,余杭,44096,别墅/建筑面积：240㎡
1624,卓越蔚蓝领秀,上城,30900,建筑面积：273723㎡
1625,凯喜雅锦河湾,余杭,42272,3室/建筑面积：89-128㎡
1626,招商雍和府,上城,50104,3室/4室/建筑面积：89-128㎡
1627,淮矿东元府,上城,56386,3室/4室/建筑面积：89-115㎡
1628,金昌春和钱塘,萧山,33899,3室/4室/建筑面积：87-182㎡
1629,钱江西溪和景,余杭,66234,3室/4室/建筑面积：177-283㎡
1630,绿城莲园,临平,24388,3室/4室/别墅/建筑面积：89-270㎡
1631,中骏钱塘御景,萧山,33899,3室/4室/建筑面积：89-107㎡
1632,金隅田员外,拱墅,35629,2室/3室/建筑面积：87-127㎡
1633,融创望海潮,萧山,NaN,3室/4室/建筑面积：89-145㎡
1634,合景叠彩园,余杭,50803,2室/3室/别墅/建筑面积：82-183㎡
1635,理想康城一品,临平,26034,3室/4室/5室/6室/建筑面积：128.55-380㎡
1636,玺之湾,上城,30900,3室/4室/建筑面积：89-135㎡
1637,合景天峻,余杭,49805,3室/4室/建筑面积：89-127㎡
1638,奥克斯时代未来之城,余杭,47963,3室/建筑面积：96-131㎡
1639,郡原列岛花园,临安,20677,别墅/建筑面积：363-482㎡
1640,宝丽金庭,临平,20813,2室/3室/4室/5室/建筑面积：88-313㎡
1641,北辰金座,余杭,24359,商业/建筑面积：40-70㎡
1642,阳光郡,拱墅,48420,4室/5室/建筑面积：140-178㎡
1643,万通时尚公馆,余杭,50373,3室/商业/建筑面积：43-129㎡
1644,祥生云溪新语,西湖,32000,商业/建筑面积：43-49㎡
1645,金世纪运河丽园,临平,20716,4室/商业/建筑面积：84.14-161.89㎡
1646,西溪八方城,余杭,32800,商业/建筑面积：45-54㎡
1647,金基观岛,淳安县,13127,别墅/建筑面积：107-153㎡
1648,地铁东城广场,上城,36333,商业/建筑面积：50-60㎡
1649,领航城住宅,萧山,34000,3室/4室/建筑面积：88-145㎡
1650,润和橙家,钱塘,25770,2室/3室/建筑面积：65-90㎡
1651,天阳尚城国际,上城,53710,2室/3室/4室/建筑面积：75-129㎡
1652,新城龙湖湾上风华,上城,30900,3室/4室/建筑面积：89-120㎡
1653,招商雍华府,上城,48818,2室/3室/4室/建筑面积：70-114㎡
1654,中骏柏景湾,临安,18000,3室/建筑面积：89-118㎡
1655,金顺锦绣时代,余杭,35500,商业/建筑面积：89.07-89.9㎡
1656,滨江旭辉万家之星,余杭,36818,3室/4室/建筑面积：89-123㎡
1657,北大资源未名府,余杭,45927,3室/4室/建筑面积：89-130㎡
1658,融创河滨之城,余杭,45982,3室/4室/建筑面积：89-180㎡
1659,龙湖春江天玺,萧山,33000,3室/4室/别墅/建筑面积：89-159㎡
1660,华润置地中央车站广场公寓,上城,35000,商业/建筑面积：35-65㎡
1661,O纪元,萧山,42000,商业/建筑面积：43-56㎡
1662,杭州世茂天玑公寓,上城,57458,商业/建筑面积：30-135㎡
1663,绿城春江明月,建德市,14660,3室/建筑面积：89-140㎡
1664,金地广场,西湖,30933,商业/建筑面积：35-43㎡
1665,西溪九号,西湖,30933,商业/建筑面积：38-48㎡
1666,江滨澜廷,滨江,36800,商业/建筑面积：40-80㎡
1667,海联云客里,临平,26717,商业/建筑面积：40-60㎡
1668,君豪御园,桐庐县,6800,2室/3室/建筑面积：87-126㎡
1669,御金台国际中心,萧山,42667,商业/建筑面积：269.1-417.8㎡
1670,祥生钱塘新语,钱塘,25770,3室/建筑面积：82-89㎡
1671,大都尚澜,临平,13000,2室/3室/4室/建筑面积：88-155㎡
1672,顺发旺角城二期,萧山,42627,3室/4室/5室/建筑面积：130-182㎡
1673,杭州香港城,西湖,30933,商业/建筑面积：28-77㎡
1674,杭州碧桂园,钱塘,25770,2室/3室/4室/建筑面积：82-171㎡
1675,栢悦中心,临平,20000,3室/4室/建筑面积：89-120㎡
1676,富春硅谷麓园,杭州周边,23864,3室/建筑面积：86-208㎡
1677,相寓,临平,21400,2室/3室/建筑面积：89-112㎡
1678,金铂湾,滨江,60096,商业/建筑面积：43-67㎡
1679,佳兆业玖珑山,西湖,29775,2室/3室/4室/建筑面积：88-170㎡
1680,溪悦宸府,余杭,51140,2室/3室/4室/建筑面积：86-189㎡
1681,融创涌清府,上城,NaN,3室/4室/建筑面积：125-147㎡
1682,丽晶国际,萧山,33899,2室/4室/商业/建筑面积：74-222㎡
1683,众安学君里,余杭,41896,3室/建筑面积：89-185㎡
1684,阳光城丽兹公馆,萧山,51659,3室/建筑面积：89-89㎡
1685,艺尚里,临平,26822,1室/3室/建筑面积：52-130㎡
1686,锦润公寓,上城,54088,3室/4室/建筑面积：89-128㎡
1687,水景城,临平,26455,4室/5室/建筑面积：163-365㎡
1688,东厦东港花苑,临平,25684,1室/2室/3室/4室/建筑面积：70-158㎡
1689,绿都汀蘭府,上城,NaN,2室/3室/4室/建筑面积：70-135㎡
1690,新城峯璟,余杭,50803,3室/4室/6室/7室/别墅/建筑面积：82-180㎡
1691,恒和依山郡,余杭,24360,1室/2室/4室/5室/别墅/建筑面积：57-260㎡
1692,美都良景,余杭,34166,2室/3室/4室/建筑面积：65-113.84㎡
1693,开元万科新都会,杭州周边,18543,3室/4室/建筑面积：94-134㎡
1694,澳海香樟苑,富阳,18300,3室/建筑面积：90-106㎡
1695,万科劝学里,余杭,25713,3室/4室/建筑面积：89-139㎡
1696,斐济万国友谊国际,杭州周边,30483,建筑面积：44-95㎡
1697,滨江新城东方名府,萧山,45625,3室/4室/商业/建筑面积：38-128㎡
1698,华元花涧堂,临平,26383,别墅/建筑面积：160-230㎡
1699,明华佳乐苑,钱塘,24360,1室/2室/3室/7室/别墅/建筑面积：76-363.01㎡
1700,九龙仓世纪华府,杭州周边,21642,3室/4室/建筑面积：104-142㎡
1701,群升万国天地,西湖,32500,商业/建筑面积：48-77㎡
1702,国开东方凤凰台,余杭,42269,建筑面积：65523㎡
1703,诚明诚品,临平,23093,建筑面积：36000㎡
1704,朗诗万科城市之光,钱塘,25770,3室/建筑面积：89㎡
1705,迪凯西湖国际茶博城,西湖,36535,建筑面积：181865㎡
1706,四季广场,钱塘,28318,商业/建筑面积：58㎡
1707,同人山庄1,杭州周边,20228,别墅/建筑面积：416㎡
1708,宋都丽郡国际,钱塘,18700,3室/4室/建筑面积：89-132㎡
1709,银泰悦轩,拱墅,44000,商业/建筑面积：69-86㎡
1710,佳源优优锦城,临安,22348,3室/4室/建筑面积：89-89㎡
1711,理想西溪金座,余杭,32800,商业/建筑面积：54-61㎡
1712,联合中心北区,萧山,42333,商业/建筑面积：1000-1000㎡
1713,中豪国际,上城,36333,商业/建筑面积：46-46㎡
1714,宋都香悦郡,拱墅,38066,2室/3室/4室/建筑面积：72-132㎡
1715,永宏叠家,钱塘,16167,商业/建筑面积：48-120㎡
1716,新义郡,萧山,22155,2室/3室/建筑面积：89.3-138㎡
1717,千岛湖桃花园,淳安县,13566,别墅/建筑面积：900-1241㎡
1718,天鸿香榭里,拱墅,49941,2室/3室/建筑面积：86-135㎡
1719,野风启城,临平,24121,2室/3室/4室/5室/6室/8室/建筑面积：75-295㎡
1720,鼎园九礼,西湖,59388,别墅/建筑面积：303-330㎡
1721,龙湖唐宁ONE,西湖,55931,3室/4室/建筑面积：111-165㎡
1722,复地上城,余杭,42534,2室/3室/建筑面积：77-147㎡
1723,春江美庐,桐庐县,16925,别墅/建筑面积：197-255㎡
1724,黄金时代,上城,30000,商业/建筑面积：25-65㎡
1725,正易上塘春苑,余杭,24000,商业/建筑面积：45.52-132.06㎡
1726,风荷郡,余杭,42180,3室/建筑面积：89-135㎡
1727,碧桂园越溪府,萧山,27236,3室/建筑面积：121㎡
1728,山湖印一期,杭州周边,17543,别墅/建筑面积：724㎡
1729,御湘湖,萧山,29008,3室/4室/建筑面积：283-436㎡
1730,空港新天地,萧山,17779,商业/建筑面积：45-52㎡
1731,德信泊林春天,萧山,33899,3室/4室/建筑面积：89-119㎡
1732,义蓬购物中心2期,钱塘,16167,商业/建筑面积：45-45㎡
1733,武林之光,下城,54390,商业/建筑面积：55-55㎡
1734,状元府,临安,17998,别墅/建筑面积：245-249.8㎡
1735,新天地G193广场,下城,44322,商业/建筑面积：27-35㎡
1736,国瑞中心,杭州周边,17572,商业/建筑面积：25-42㎡
1737,阳光城丽景湾,富阳,20940,3室/别墅/建筑面积：98-130㎡
1738,恒伟江南名楼,杭州周边,17690,3室/建筑面积：93.75-119.89㎡
1739,龙山公馆,杭州周边,17193,3室/建筑面积：87-137㎡
1740,山水国际,杭州周边,22947,2室/3室/4室/建筑面积：87-180㎡
1741,中南樾府,余杭,32000,4室/建筑面积：128㎡
1742,力雅广场铂寓,桐庐县,19667,商业/建筑面积：46㎡
1743,乐创城,萧山,42667,商业/建筑面积：41㎡
1744,五迪中心,余杭,50114,商业/建筑面积：37-41㎡
1745,顺发富春峰景,桐庐县,16925,2室/3室/建筑面积：138-232㎡
1746,联合畔上居,拱墅,33312,2室/3室/建筑面积：90-138㎡
1747,碧秀名庭,萧山,35076,3室/4室/5室/建筑面积：88-125㎡
1748,星云,西湖,32500,建筑面积：35-50㎡
1749,青山鹤岭,杭州周边,20290,1室/2室/3室/4室/建筑面积：31-137㎡
1750,四维金座,临平,32116,建筑面积：36-36㎡
1751,通和十二橡树颂居,临平,25050,3室/建筑面积：88-109㎡
1752,绿城蓝庭,临平,22600,2室/3室/4室/别墅/建筑面积：89-440㎡
1753,南北西岸,拱墅,50055,2室/3室/建筑面积：89-137㎡
1754,朗诗花漫里,临平,29025,3室/4室/建筑面积：82-110㎡
1755,天阳九筑,上城,34203,2室/3室/建筑面积：73-92㎡
1756,景瑞御蓝湾,余杭,42646,2室/3室/建筑面积：86-129㎡
1757,绿城明月江南,滨江,58652,2室/3室/4室/建筑面积：88-200㎡
1758,保利城市果岭,钱塘,25770,2室/3室/4室/5室/建筑面积：78-185㎡
1759,中海篁外山庄,西湖,29775,3室/4室/5室/建筑面积：90-330㎡
1760,竹韵小筑,临安,17525,3室/建筑面积：89㎡
1761,永富铂晶中心,下城,45733,1室/2室/建筑面积：33-66㎡
1762,亿丰蔚蓝郡,余杭,25713,2室/3室/4室/建筑面积：64-150㎡
1763,中海寰宇天下,滨江,60284,2室/3室/4室/建筑面积：89-255㎡
1764,高运学林尚苑,萧山,41719,1室/2室/4室/建筑面积：90-131.32㎡
1765,龙湖春江郦城,滨江,59352,3室/4室/建筑面积：90-168㎡
1766,绿城风华苑,临平,28500,3室/4室/5室/建筑面积：158-276㎡
1767,庭院深深,余杭,41896,2室/3室/建筑面积：77-144㎡
1768,保利江语海,钱塘,26327,1室/2室/3室/4室/别墅/建筑面积：56-360㎡
1769,德信中外公寓,钱塘,32500,2室/3室/4室/5室/建筑面积：70-178㎡
1770,莱蒙水榭春天,滨江,61237,3室/4室/建筑面积：90-140㎡
1771,绿都四季华庭,萧山,27222,3室/4室/5室/建筑面积：88-168㎡
1772,天阳云筑,西湖,36898,2室/3室/建筑面积：86-138㎡
1773,兴耀鑫都汇,滨江,36800,商业/建筑面积：48-69㎡
1774,华盛达阅城,拱墅,50035,2室/3室/4室/建筑面积：86.55-188㎡
1775,复地连城国际,临平,29996,1室/2室/3室/建筑面积：63-174㎡
1776,朗诗未来街区东园,临平,26786,2室/3室/4室/建筑面积：70-117㎡
1777,耀翔PARTY,LIFE悦尚,拱墅,50080
1778,万宝城,临平,24316,商业/建筑面积：28.36-37.94㎡
1779,郡原九衡公寓,余杭,25713,2室/3室/4室/5室/6室/建筑面积：62-169㎡
1780,恒鼎博邑郡,滨江,52134,1室/商业/建筑面积：37-81㎡
1781,华元美林公馆,余杭,49816,1室/2室/别墅/建筑面积：0-560㎡
1782,东海柠檬郡,钱塘,28750,2室/3室/建筑面积：63.4-141㎡
1783,远洋公馆绿园,拱墅,53525,2室/3室/4室/建筑面积：89-187㎡
1784,万科草庄,上城,52448,1室/4室/建筑面积：85-230㎡
1785,众安启航社,萧山,23010,1室/2室/3室/4室/建筑面积：53-259㎡
1786,合景瑜翠园（瑜翠公寓）,余杭,47618,3室/建筑面积：89-105㎡
1787,美达晓城天地,钱塘,32500,1室/2室/建筑面积：45-88㎡
1788,赞成香颂,临平,21400,3室/4室/建筑面积：86-137㎡
1789,佳苑玉都枫景,余杭,38049,2室/3室/4室/建筑面积：77.68-125㎡
1790,上亿彩虹郡,余杭,32988,3室/4室/建筑面积：100-170㎡
1791,江南文苑,滨江,38000,2室/3室/4室/建筑面积：88.88-137.55㎡
1792,钱王文化广场,杭州周边,17553,3室/4室/建筑面积：146-185㎡
1793,同人广场,西湖,51797,商业/建筑面积：30.81-92.27㎡
1794,盈都揽悦,钱塘,25770,3室/4室/建筑面积：79.2-114.5㎡
1795,清源上林湖,杭州周边,23864,别墅/建筑面积：215-242㎡
1796,杰立公馆,上城,56174,1室/建筑面积：40-95㎡
1797,万科紫台,上城,47653,3室/建筑面积：89-125㎡
1798,龙湖滟澜山,钱塘,32500,2室/3室/4室/建筑面积：76-180㎡
1799,恒祺克拉公馆,上城,36333,3室/建筑面积：89.16-123.33㎡
1800,瑞金华庭嘉苑,临平,25050,3室/建筑面积：89.13-143㎡
1801,绿城翡翠湾,余杭,54139,2室/3室/4室/建筑面积：87.63-174.79㎡
1802,万科北宸之光,余杭,47215,3室/4室/建筑面积：90-130㎡
1803,弘通丁兰广场,上城,30900,商业/建筑面积：70-90㎡
1804,名城燕园,拱墅,52754,2室/3室/4室/建筑面积：88-173㎡
1805,西城博司,西湖,30933,商业/建筑面积：40-86㎡
1806,和润园,西湖,53832,2室/4室/建筑面积：125-230㎡
1807,三江花园道壹号,拱墅,49799,3室/4室/建筑面积：89-126㎡
1808,通和戈雅公寓,萧山,28307,3室/建筑面积：123.37-125㎡
1809,绿城西子紫兰公寓,拱墅,55485,2室/3室/4室/建筑面积：111-215㎡
1810,精欧荣寓,钱塘,28750,2室/3室/建筑面积：87-138㎡
1811,中顺上尚庭,西湖,52173,2室/3室/4室/建筑面积：87.5-163㎡
1812,滨江万家星城,下城,47247,2室/3室/4室/建筑面积：80-175㎡
1813,海陆UN公社,余杭,54198,2室/建筑面积：67-85㎡
1814,金瑞城市风景,拱墅,51540,3室/4室/建筑面积：88-178㎡
1815,创智金宸,临平,21400,1室/2室/建筑面积：54-78㎡
1816,美达北城天地,拱墅,52435,1室/建筑面积：40-50㎡
1817,YOU盘时代,西湖,51692,2室/建筑面积：50-50㎡
1818,绿都湖滨花园,萧山,51048,3室/4室/建筑面积：89-247㎡
1819,绿城丁香公馆,萧山,46314,1室/4室/建筑面积：70-287㎡
1820,保利香槟国际,西湖,52189,2室/3室/建筑面积：85-171㎡
1821,中海紫藤苑,西湖,43807,2室/3室/建筑面积：74-139㎡
1822,大业江东府,钱塘,16167,3室/4室/建筑面积：82-111㎡
1823,塘栖金石华城,临平,21782,2室/3室/4室/建筑面积：89-139㎡
1824,贝利栖溪公馆,临平,23478,2室/3室/4室/建筑面积：93-170㎡
1825,莱茵旺角七号,临平,21400,2室/3室/建筑面积：82-89㎡
1826,广大同城印象,余杭,42499,2室/3室/建筑面积：70.04-118㎡
1827,富越香溪,西湖,51452,2室/4室/7室/建筑面积：90-460㎡
1828,丁桥颐景园,上城,30900,2室/3室/4室/建筑面积：76-180㎡
1829,金都阳光田园,杭州周边,16251,别墅/建筑面积：460-460㎡
1830,信达柳郡,余杭,34166,2室/3室/4室/建筑面积：89.5-160.7㎡
1831,广汇栖水珑庭,临平,21782,2室/3室/建筑面积：76.6-135.5㎡
1832,石榴派,余杭,25713,2室/3室/4室/建筑面积：90.73-148.06㎡
1833,新明半岛,余杭,42269,2室/5室/6室/别墅/建筑面积：88-320㎡
1834,福雷德广场,钱塘,28750,1室/2室/建筑面积：38-98.35㎡
1835,坚果2.0,西湖,43043,1室/2室/建筑面积：50-150㎡
1836,万泰新语,下城,43908,2室/3室/建筑面积：78-131㎡
1837,中豪四季公馆,上城,30900,2室/3室/建筑面积：81-130㎡
1838,瑞金华翠嘉苑,临平,25050,2室/3室/建筑面积：89.38-91.18㎡
1839,奇景家苑,萧山,28666,2室/4室/建筑面积：70-160㎡
1840,湖光山社临安,杭州周边,20074,别墅/建筑面积：230-646㎡
1841,富阳宝龙城市广场,杭州周边,22361,3室/建筑面积：97-119㎡
1842,金街美地,西湖,32500,商业/建筑面积：70㎡
1843,象山国际广场,西湖,36535,1室/建筑面积：29.35-40.45㎡
1844,盛泰时代山,钱塘,28750,商业/建筑面积：46-57㎡
1845,名门世家,萧山,27222,3室/4室/5室/别墅/建筑面积：90-338㎡
1846,润和半岛庄园,杭州周边,14966,别墅/建筑面积：396-683㎡
1847,泊林漫谷,余杭,39836,2室/3室/建筑面积：86.65-141.53㎡
1848,绿城云栖玫瑰园,西湖,29775,4室/5室/建筑面积：376-602㎡
1849,紫玉福邸,上城,54872,3室/4室/5室/建筑面积：89-179㎡
1850,大华海派风景,余杭,46204,2室/3室/建筑面积：88-118㎡
1851,阳光景台前期,上城,34203,2室/3室/4室/建筑面积：84-150㎡
1852,海运国际,上城,64584,1室/3室/4室/商业/建筑面积：60-250㎡
1853,德信臻园,拱墅,50537,3室/4室/建筑面积：160-200㎡
1854,金马同盛,萧山,40846,1室/3室/建筑面积：41.2-168㎡
1855,南大暖东,钱塘,25770,2室/3室/建筑面积：82-88㎡
1856,莱德绅华府,拱墅,52173,2室/3室/5室/建筑面积：87.18-238㎡
1857,帝凯帝景园,钱塘,18700,2室/3室/4室/建筑面积：89-139.14㎡
1858,杭州乔司商城,临平,27853,商业/建筑面积：66666㎡
1859,大山第,杭州周边,20239,别墅/建筑面积：220㎡
1860,中粮大悦城天悦,拱墅,53143,3室/4室/建筑面积：117-137㎡
1861,赞成美树,余杭,35369,4室/建筑面积：138-138㎡
1862,百富联合国际奥体之星,萧山,42667,商业/建筑面积：46-51㎡
1863,德信晓宸,拱墅,50188,3室/建筑面积：89-89㎡
1864,上林湖,杭州周边,23864,4室/6室/建筑面积：242-262㎡
1865,凯旋门,上城,69552,2室/3室/建筑面积：89-180㎡
1866,十方别墅,西湖,41163,别墅/建筑面积：260-270㎡
1867,科尔南城景园,萧山,34630,2室/3室/4室/建筑面积：79-138㎡
1868,树兰书香名邸,临平,26827,2室/3室/建筑面积：76.6-129.1㎡
1869,永富铂金中心,拱墅,31563,1室/2室/建筑面积：35-66㎡
1870,重汽嘉泽苑,萧山,33576,2室/3室/建筑面积：85-124㎡
1871,富亿NEO中心,上城,36333,建筑面积：66000㎡
1872,荣正山水半岛,桐庐县,16626,3室/建筑面积：138.6㎡
1873,恒远锦绣兰庭,杭州周边,22806,2室/6室/建筑面积：76-112㎡
1874,滨江曙光之城,上城,53117,3室/建筑面积：89-139㎡
1875,西城时代家园,余杭,43510,2室/4室/建筑面积：88-166.95㎡
1876,鸿港华庭,萧山,46314,3室/4室/建筑面积：87-151㎡
1877,大成名座,萧山,49983,2室/3室/4室/建筑面积：90.41-166.14㎡
1878,新帝朗郡,西湖,29775,3室/4室/别墅/建筑面积：209.48-316㎡
1879,黄鹤山居,临平,25050,1室/3室/建筑面积：78.49-243.61㎡
1880,绿城华景川柳岸春风,杭州周边,18000,建筑面积：107105㎡
1881,汉帛金街,杭州周边,13291,商业/建筑面积：37㎡
1882,九龙一号,杭州周边,23864,5室/建筑面积：280㎡
1883,华立和郡,临平,21400,2室/3室/建筑面积：86-121㎡
1884,美郡园,钱塘,18700,2室/4室/5室/建筑面积：83-177㎡
1885,江南国际丝绸城,临平,24362,建筑面积：115000㎡
1886,招商武林郡,上城,46196,建筑面积：57223㎡
1887,德信时代之心,滨江,50000,建筑面积：113608㎡
1888,上亿广场钻石公馆,临平,32119,建筑面积：200000㎡
1889,万豪国际,钱塘,26849,建筑面积：16086㎡
1890,知本大厦,滨江,49716,2室/3室/建筑面积：76-95㎡
1891,瑞博国际,西湖,52139,1室/建筑面积：30-60㎡
1892,万华1号,临平,26023,商业/建筑面积：58-59㎡
1893,滨江一号公馆,桐庐县,16925,3室/4室/建筑面积：139.34-208.56㎡
1894,西湖公馆,西湖,17000,建筑面积：340000㎡
1895,绿城桐庐玫瑰园,桐庐县,16236,5室/建筑面积：539㎡
1896,波士顿公寓,临平,26805,3室/4室/建筑面积：80-129㎡
1897,自游港青年广场,杭州周边,25770,建筑面积：60000㎡
1898,野风现代中心,下城,55810,建筑面积：111945㎡
1899,杭州高德置地广场ICON私邸,上城,69496,建筑面积：210-300㎡
1900,德信杭州之翼,上城,33000,建筑面积：53-71㎡
1901,保利中央公馆商铺,上城,57418,建筑面积：103.31-170㎡
1902,越秀维多利中心,上城,57231,建筑面积：1100-1992㎡
1903,赞成世纪广场,临平,26505,建筑面积：42-200㎡
1904,万马伊顿庄园,杭州周边,18042,建筑面积：152659㎡
1905,迪凯城星国际,上城,69363,建筑面积：2000-2050㎡
1906,巴比松法式风情小镇,桐庐县,18429,建筑面积：34000㎡
1907,西溪龙御,西湖,55328,建筑面积：101000㎡
1908,西溪望庄,余杭,50703,建筑面积：70000㎡
1909,万马万锦山庄,杭州周边,17686,建筑面积：40㎡
1910,三江名爵商务公馆,滨江,48292,建筑面积：23110㎡
1911,山水水印林语,杭州周边,22577,建筑面积：100000㎡
1912,青城山语间,杭州周边,17845,建筑面积：242300㎡
1913,桐庐君豪中心,桐庐县,19667,建筑面积：6958㎡
1914,欢腾国际,萧山,47441,建筑面积：87886㎡
1915,中天MCC,西湖,52829,建筑面积：70898㎡
1916,莱茵矩阵国际,拱墅,52425,建筑面积：82099㎡
1917,海智创业茂,余杭,50283,建筑面积：158000㎡
1918,财富公馆,萧山,34399,建筑面积：16590㎡
1919,世茂广场天誉,钱塘,27393,建筑面积：169623㎡
1920,杭州东部国际商务中心商铺,钱塘,28216,建筑面积：110966㎡
